Brand;Product Type;Who;Price;MRP;Savings;Discount %;Rating;Total Ratings Given
Adda;sleeper;women;375;375.0;0;0.0;4.2;3314
SPORTER;sleeper;women;399;498.75;99;20.0;4.0;343
BEBE;sleeper;women;1048;3493.33;2445;70.0;4.0;29
Adda;sleeper;women;339;339.0;0;0.0;4.3;5318
HYTECH;sleeper;women;349;498.57;149;30.0;4.0;82
LOTTO;sleeper;women;299;498.33;199;40.0;3.8;16
IRSOE;sleeper;women;349;498.57;149;30.0;3.7;365
Shop;glasses;kid;249;711.43;462;65.0;4.1;9
Soku;glasses;kid;259;681.58;422;62.0;3.2;5
PuthaK;glasses;kid;188;494.74;306;62.0;4.7;10
PuthaK;glasses;kid;169;497.06;328;66.0;3.9;7
PuthaK;glasses;kid;169;497.06;328;66.0;3.8;14
ADRENEX;shirt;men;899;899.0;0;0.0;4.3;8
ADRENEX;shirt;men;999;999.0;0;0.0;4.3;39
ADIDAS;shirt;men;749;998.67;249;25.0;4.1;1308
REEBOK;shirt;men;729;1278.95;549;43.0;4.0;373
REEBOK;shirt;men;674;898.67;224;25.0;4.1;307
ADRENEX;shirt;men;359;897.5;538;60.0;4.0;215
NIKE;shirt;men;1310;1794.52;484;27.0;5.0;6
ADIDAS;shirt;men;1599;1599.0;0;0.0;4.0;49
RUSE;shirt;men;539;1197.78;658;55.0;4.1;16
ALCIS;shirt;men;500;980.39;480;49.0;4.1;158
REEBOK;shirt;men;529;998.11;469;47.0;4.0;139
PUMA;shirt;men;999;1998.0;999;50.0;4.1;471
PUMA;shirt;men;969;1490.77;521;35.0;4.3;35
PUMA;shirt;men;1004;1498.51;494;33.0;4.1;342
NIKE;shirt;men;1310;1794.52;484;27.0;4.2;126
ADIDAS;shirt;men;1049;1589.39;540;34.0;3.3;55
M7;shirt;men;479;997.92;518;52.0;3.8;98
REEBOK;shirt;men;599;1497.5;898;60.0;4.2;80
REEBOK;shirt;men;1499;1499.0;0;0.0;4.4;10
Arrow;shirt;men;759;1997.37;1238;62.0;4.1;18
REEBOK;shirt;men;736;1098.51;362;33.0;3.9;671
REEBOK;shirt;men;713;1398.04;685;49.0;3.9;99
NIKE;shirt;men;1310;1794.52;484;27.0;4.2;20
FILA;shirt;men;569;1497.37;928;62.0;4.1;174
ADRENEX;shirt;men;672;1371.43;699;51.0;4.0;19
FILA;shirt;men;539;1497.22;958;64.0;4.0;86
ADRENEX;shirt;men;359;897.5;538;60.0;4.0;142
asics;shirt;men;696;1697.56;1001;59.0;4.1;56
VAN;shirt;men;1049;1498.57;449;30.0;4.3;109
Arrow;shirt;men;949;1898.0;949;50.0;4.0;193
ADRENEX;shirt;men;399;997.5;598;60.0;4.3;55
ADIDAS;shirt;men;794;1498.11;704;47.0;3.9;170
ADIDAS;shirt;men;1049;1979.25;930;47.0;4.1;173
ADIDAS;shirt;men;953;1798.11;845;47.0;4.3;32
M7;shirt;men;430;977.27;547;56.0;4.2;138
NIKE;shirt;men;972;1593.44;621;39.0;4.0;26
REEBOK;shirt;men;1199;1998.33;799;40.0;3.9;62
NIKE;shirt;men;1310;1794.52;484;27.0;3.3;3
ADIDAS;shirt;men;1324;2498.11;1174;47.0;4.1;224
ADIDAS;shirt;men;1049;1979.25;930;47.0;4.1;63
AWG;shirt;men;757;2523.33;1766;70.0;3.7;25265
REEBOK;shirt;men;599;1497.5;898;60.0;3.8;100
ADIDAS;shirt;men;1199;1998.33;799;40.0;4.1;573
ADIDAS;shirt;men;937;1398.51;461;33.0;3.8;345
PUMA;shirt;men;719;1797.5;1078;60.0;3.8;85
ADIDAS;shirt;men;999;2497.5;1498;60.0;3.6;10
M7;shirt;men;343;797.67;454;57.0;4.3;358
REEBOK;shirt;men;674;1497.78;823;55.0;4.0;43
ADRENEX;shirt;men;399;997.5;598;60.0;3.9;144
NIKE;shirt;men;1621;2493.85;872;35.0;3.9;75
ADIDAS;shirt;men;799;1997.5;1198;60.0;4.2;42
ADIDAS;shirt;men;999;2497.5;1498;60.0;4.5;15
ADIDAS;shirt;men;1339;1998.51;659;33.0;3.9;90
REEBOK;shirt;men;629;998.41;369;37.0;4.1;534
Wildcraft;shirt;men;429;997.67;568;57.0;4.2;191
REEBOK;shirt;men;509;998.04;489;49.0;4.1;225
CHKOKKO;shirt;men;609;1194.12;585;49.0;4.0;385
NIKE;shirt;men;1894;2594.52;700;27.0;3.8;17
PUMA;shirt;men;1205;1798.51;593;33.0;4.5;53
NIKE;shirt;men;1237;1694.52;457;27.0;4.2;247
PUMA;shirt;men;863;1797.92;934;52.0;4.0;408
REEBOK;shirt;men;582;1098.11;516;47.0;4.0;290
asics;shirt;men;1299;1299.0;0;0.0;4.7;11
ADIDAS;shirt;men;1324;2498.11;1174;47.0;3.9;122
REEBOK;shirt;men;713;1398.04;685;49.0;3.9;61
Arrow;shirt;men;759;1997.37;1238;62.0;4.1;42
U.S.;shirt;men;1138;1698.51;560;33.0;4.1;11
NIKE;shirt;men;1049;1477.46;428;29.0;4.1;35
PUMA;shirt;men;1049;1777.97;728;41.0;4.0;1227
REEBOK;shirt;men;736;1098.51;362;33.0;4.2;284
ADIDAS;shirt;men;799;1997.5;1198;60.0;3.7;30
ADIDAS;shirt;men;1049;1979.25;930;47.0;4.1;134
ADIDAS;shirt;men;1339;1998.51;659;33.0;4.2;26
ADIDAS;shirt;men;900;1698.11;798;47.0;3.9;35
NIKE;shirt;men;1049;1477.46;428;29.0;3.8;244
Louis;shirt;men;1249;2498.0;1249;50.0;4.1;21
REEBOK;shirt;men;999;2497.5;1498;60.0;3.9;55
REEBOK;shirt;men;1049;1979.25;930;47.0;4.0;67
M7;shirt;men;495;1076.09;581;54.0;4.1;127
Byford;shirt;men;519;798.46;279;35.0;4.0;89
ADIDAS;shirt;men;2210;3298.51;1088;33.0;4.3;13
UNDER;shirt;men;1724;2298.67;574;25.0;4.6;41
ADIDAS;shirt;women;799;1192.54;393;33.0;4.2;68
PUMA;shirt;women;536;1276.19;740;58.0;4.1;71
ADIDAS;shirt;women;635;894.37;259;29.0;4.1;697
REEBOK;shirt;women;884;892.93;8;1.0;4.4;182
Ap'pulse;shirt;women;629;1747.22;1118;64.0;4.2;3156
PUMA;shirt;women;1499;1499.0;0;0.0;3.9;25
MODEVE;shirt;women;719;1382.69;663;48.0;4.2;8116
ADIDAS;shirt;women;887;1385.94;498;36.0;4.1;76
MODEVE;shirt;women;539;998.15;459;46.0;4.1;489
PUMA;shirt;women;553;1286.05;733;57.0;3.9;482
ADIDAS;shirt;women;882;1191.89;309;26.0;4.3;49
PUMA;shirt;women;804;1296.77;492;38.0;4.2;389
Ap'pulse;shirt;women;359;797.78;438;55.0;4.3;142
New;shirt;women;1013;2470.73;1457;59.0;4.4;23
PUMA;shirt;women;937;1767.92;830;47.0;4.3;53
asics;shirt;women;1397;1995.71;598;30.0;4.5;13
ADIDAS;shirt;women;1599;1599.0;0;0.0;4.1;14
NIKE;shirt;women;1470;1484.85;14;1.0;4.2;18
Ap'pulse;shirt;women;359;997.22;638;64.0;4.0;135
Ap'pulse;shirt;women;521;1042.0;521;50.0;4.1;6206
NIKE;shirt;women;1049;1477.46;428;29.0;4.3;12
ADIDAS;shirt;women;627;895.71;268;30.0;4.1;772
Ap'pulse;shirt;women;296;528.57;232;44.0;4.1;3905
REEBOK;shirt;women;1154;1697.06;543;32.0;4.9;9
ADIDAS;shirt;women;1275;1287.88;12;1.0;4.1;29
Ajile;shirt;women;324;498.46;174;35.0;4.2;292
NIKE;shirt;women;1695;1695.0;0;0.0;3.8;18
ADIDAS;shirt;women;963;1481.54;518;35.0;4.2;17
REEBOK;shirt;women;1411;2939.58;1528;52.0;4.1;13
Ajile;shirt;women;454;698.46;244;35.0;4.2;93
PUMA;shirt;women;683;1484.78;801;54.0;4.2;199
REEBOK;shirt;women;939;1490.48;551;37.0;4.3;11
CHKOKKO;shirt;women;449;997.78;548;55.0;3.8;249
ADIDAS;shirt;women;817;1571.15;754;48.0;4.2;115
MODEVE;shirt;women;799;1377.59;578;42.0;4.2;11118
MODEVE;shirt;women;799;1377.59;578;42.0;4.2;8116
Wildcraft;shirt;women;567;1181.25;614;52.0;4.3;146
Lovable;shirt;women;335;418.75;83;20.0;4.3;22
PUMA;shirt;women;730;1489.8;759;51.0;4.0;80
CHKOKKO;shirt;women;449;1181.58;732;62.0;4.0;282
CHKOKKO;shirt;women;549;1193.48;644;54.0;4.0;409
69GAL;shirt;women;768;1280.0;512;40.0;4.0;159
ADIDAS;shirt;women;1092;1495.89;403;27.0;3.8;36
Clovia;shirt;women;431;897.92;466;52.0;4.5;12
JOCKEY;shirt;women;479;479.0;0;0.0;4.3;518
HRX;shirt;women;317;1174.07;857;73.0;4.2;17
HRX;shirt;women;485;989.8;504;51.0;4.4;7
REEBOK;shirt;women;1037;1481.43;444;30.0;4.1;106
ALCIS;shirt;women;450;882.35;432;49.0;4.4;17
NIKE;shirt;women;1230;1983.87;753;38.0;4.7;29
Clovia;shirt;women;315;984.38;669;68.0;4.1;27
New;shirt;women;898;1995.56;1097;55.0;3.6;5
PUMA;shirt;women;1408;1497.87;89;6.0;4.0;80
PUMA;shirt;women;1055;1788.14;733;41.0;3.8;60
Ap'pulse;shirt;women;359;797.78;438;55.0;4.2;108
D-passion;shirt;women;399;798.0;399;50.0;3.4;17
UNDER;shirt;women;1931;3940.82;2009;51.0;4.6;10
NIKE;shirt;women;825;1964.29;1139;58.0;4.4;13
PEOPLE;shirt;women;440;785.71;345;44.0;4.0;156
DSWS;shirt;women;299;786.84;487;62.0;4.2;6
REEBOK;shirt;women;1483;2180.88;697;32.0;4.3;7
NIKE;shirt;women;1749;2776.19;1027;37.0;4.4;18
kipa;shirt;women;299;786.84;487;62.0;3.9;124
JOCKEY;shirt;women;479;515.05;36;7.0;4.3;826
LAYA;shirt;women;349;742.55;393;53.0;4.0;1304
PUMA;shirt;women;609;1087.5;478;44.0;4.1;54
Ap'pulse;shirt;women;539;1585.29;1046;66.0;4.3;264
FILA;shirt;women;1398;2588.89;1190;46.0;4.0;18
PUMA;shirt;women;790;1490.57;700;47.0;4.0;80
Ap'pulse;shirt;women;359;797.78;438;55.0;4.2;1659
NIKE;shirt;women;752;1392.59;640;46.0;4.0;70
S-BEAST;shirt;women;364;983.78;619;63.0;4.3;3
ALCIS;shirt;women;479;798.33;319;40.0;4.0;105
ALCIS;shirt;women;750;1470.59;720;49.0;4.2;9
REEBOK;shirt;women;649;998.46;349;35.0;4.4;44
Zelocity;shirt;women;626;894.29;268;30.0;3.5;4
PUMA;shirt;women;565;1284.09;719;56.0;3.9;30
REEBOK;shirt;women;1290;1984.62;694;35.0;4.7;3
REEBOK;shirt;women;736;1472.0;736;50.0;4.3;120
Ap'pulse;shirt;women;539;1585.29;1046;66.0;4.3;695
IAD;shirt;women;399;687.93;288;42.0;4.1;128
BLACK;shirt;women;319;398.75;79;20.0;4.3;12
PUMA;shirt;women;1766;1783.84;17;1.0;4.2;5
Lee;glasses;men;389;1296.67;907;70.0;4.1;897
ADRENEX;glasses;men;629;2995.24;2366;79.0;3.6;48
reavtek;glasses;men;175;795.45;620;78.0;3.5;130
VAST;glasses;men;799;2959.26;2160;73.0;3.1;10
PC;glasses;men;161;947.06;786;83.0;4.0;5
De-Ultimate;glasses;men;295;398.65;103;26.0;3.7;20
Style;glasses;men;399;997.5;598;60.0;3.8;13
GANSTA;glasses;men;395;2468.75;2073;84.0;3.9;18
funglasses;glasses;men;149;993.33;844;85.0;3.5;22
Stysol;glasses;men;351;688.24;337;49.0;3.6;703
D-Patron;glasses;men;599;2218.52;1619;73.0;4.1;43
PC;glasses;men;305;983.87;678;69.0;4.5;11
PC;glasses;men;632;1469.77;837;57.0;4.0;2
NuVew;glasses;men;238;767.74;529;69.0;3.7;1628
Irayz;glasses;men;349;997.14;648;65.0;4.0;11
NuVew;glasses;men;345;907.89;562;62.0;3.6;1947
Dannilo;glasses;men;320;969.7;649;67.0;3.4;16
GLAND;glasses;men;179;1052.94;873;83.0;3.9;57
ADRENEX;glasses;men;629;2995.24;2366;79.0;3.5;62
NuVew;glasses;men;298;903.03;605;67.0;3.6;1947
SHREE;glasses;men;269;548.98;279;51.0;3.2;6
ADRENEX;glasses;men;629;2995.24;2366;79.0;3.5;4
eyevy;glasses;men;197;492.5;295;60.0;3.6;27
TOUCH;glasses;men;159;496.88;337;68.0;3.7;3
eyevy;glasses;men;219;995.45;776;78.0;4.0;174
Skyways;glasses;men;199;737.04;538;73.0;3.5;451
VAST;glasses;men;799;2959.26;2160;73.0;3.1;10
Oneclickshopping;glasses;men;699;1294.44;595;46.0;3.5;11
AISLIN;glasses;men;698;2792.0;2094;75.0;4.0;3
hipe;glasses;men;154;1400.0;1246;89.0;3.7;6
Skyways;glasses;men;175;795.45;620;78.0;3.5;451
VAST;glasses;men;365;1659.09;1294;78.0;3.3;26
MOISH;glasses;men;328;1171.43;843;72.0;3.2;19
Arzonai;glasses;men;220;1294.12;1074;83.0;3.5;28
SBE;glasses;men;349;498.57;149;30.0;3.9;153
layd;glasses;men;221;960.87;739;77.0;3.7;38
TheWhoop;glasses;men;235;1068.18;833;78.0;4.0;7
Johaena;glasses;men;179;994.44;815;82.0;3.8;1452
eyevy;glasses;men;219;995.45;776;78.0;3.8;11
Xenops;glasses;men;229;995.65;766;77.0;3.6;8
Mango;glasses;men;284;591.67;307;52.0;3.7;7
Rich;glasses;men;416;990.48;574;58.0;3.1;68
Mundkar;glasses;men;244;497.96;253;51.0;3.3;35
Freny;glasses;men;299;1495.0;1196;80.0;3.6;14
Dannilo;glasses;men;180;947.37;767;81.0;3.7;62
Blue;glasses;men;149;496.67;347;70.0;3.8;6
eyevy;glasses;men;273;975.0;702;72.0;3.6;35
maxa;glasses;men;167;795.24;628;79.0;3.4;147
CRIBA;glasses;men;290;878.79;588;67.0;3.2;5
VAST;glasses;men;550;1571.43;1021;65.0;3.5;464
NIKE;shoes;women;3358;5416.13;2058;38.0;4.3;108
VENDOZ;shoes;women;599;998.33;399;40.0;4.0;1344
PUMA;shoes;women;1399;3997.14;2598;65.0;4.3;4557
Longwalk;shoes;women;449;997.78;548;55.0;4.1;5898
NIKE;shoes;women;2350;3671.88;1321;36.0;4.4;702
PUMA;shoes;women;1675;3489.58;1814;52.0;4.3;169
PUMA;shoes;women;2896;4993.1;2097;42.0;4.4;7
MILESWALKER;shoes;women;489;997.96;508;51.0;4.0;912
FLEXIFEET;shoes;women;375;986.84;611;62.0;4.4;29
ADIDAS;shoes;women;1806;3541.18;1735;49.0;4.1;56
PUMA;shoes;women;1905;3968.75;2063;52.0;4.4;76
SPARX;shoes;women;756;889.41;133;15.0;4.3;795
SPARX;shoes;women;899;998.89;99;10.0;4.2;448
LoveHush;shoes;women;436;990.91;554;56.0;4.1;2890
NIKE;shoes;women;2258;3641.94;1383;38.0;4.5;42
PUMA;shoes;women;5894;5953.54;59;1.0;3.6;8
Skechers;shoes;women;2122;4934.88;2812;57.0;4.4;680
CAMPUS;shoes;women;699;743.62;44;6.0;4.2;247
PUMA;shoes;women;1399;3997.14;2598;65.0;4.3;1762
Creattoes;shoes;women;478;995.83;517;52.0;4.1;864
Shozie;shoes;women;449;997.78;548;55.0;3.8;14765
REEBOK;shoes;women;1047;2094.0;1047;50.0;4.2;42
ADIDAS;shoes;women;2070;3980.77;1910;48.0;4.3;29
RINDAS;shoes;women;498;996.0;498;50.0;4.4;1315
NIKE;shoes;women;4885;7879.03;2994;38.0;4.7;12
NIKE;shoes;women;2065;3971.15;1906;48.0;4.4;1634
ASIAN;shoes;women;499;998.0;499;50.0;4.0;10081
SPARX;shoes;women;690;793.1;103;13.0;4.2;516
PUMA;shoes;women;1780;3787.23;2007;53.0;4.4;217
TECHNOFIT;shoes;women;589;998.31;409;41.0;4.2;15251
NIKE;shoes;women;2907;4927.12;2020;41.0;4.3;219
Skechers;shoes;women;3599;5998.33;2399;40.0;4.2;192
ASIAN;shoes;women;649;998.46;349;35.0;4.1;4766
Footox;shoes;women;599;1996.67;1397;70.0;4.0;234
NIKE;shoes;women;2713;5217.31;2504;48.0;3.8;30
CAMPUS;shoes;women;1299;1299.0;0;0.0;4.3;2410
NIKE;shoes;women;2409;4916.33;2507;51.0;4.2;308
SUKUN;shoes;women;499;998.0;499;50.0;4.0;16774
SPARX;shoes;women;940;989.47;49;5.0;4.2;448
ASIAN;shoes;women;999;1884.91;885;47.0;4.1;231
Myshtezia;shoes;women;345;985.71;640;65.0;4.0;198
SHOETOPIA;shoes;women;499;998.0;499;50.0;4.2;107
PUMA;shoes;women;1651;3439.58;1788;52.0;4.2;345
SPARX;shoes;women;679;692.86;13;2.0;4.3;7683
CAMPUS;shoes;women;1359;1698.75;339;20.0;4.1;702
Skechers;shoes;women;3000;5882.35;2882;49.0;4.4;304
CAMPUS;shoes;women;699;699.0;0;0.0;4.1;1862
asics;shoes;women;2250;4411.76;2161;49.0;4.2;21
ASIAN;shoes;women;364;498.63;134;27.0;3.9;6800
Skechers;shoes;women;3099;4998.39;1899;38.0;4.3;326
SPARX;shoes;women;872;1038.1;166;16.0;4.3;559
PUMA;shoes;women;1582;3955.0;2373;60.0;4.3;48
ADIDAS;shoes;women;2137;3561.67;1424;40.0;4.7;34
CAMPUS;shoes;women;849;893.68;44;5.0;4.2;2446
BELLA;shoes;women;599;998.33;399;40.0;4.1;37
asics;shoes;women;2496;5942.86;3446;58.0;4.1;89
PUMA;shoes;women;1672;2786.67;1114;40.0;4.5;130
PUMA;shoes;women;1535;4385.71;2850;65.0;4.2;1039
SPARX;shoes;women;865;1042.17;177;17.0;4.5;26
PUMA;shoes;women;1681;3430.61;1749;51.0;4.1;252
HimQuen;shoes;women;472;983.33;511;52.0;4.0;271
asics;shoes;women;2250;4411.76;2161;49.0;4.4;431
ADIDAS;shoes;women;2269;4538.0;2269;50.0;4.7;32
Longwalk;shoes;women;499;998.0;499;50.0;4.1;305
Skechers;shoes;women;5499;5499.0;0;0.0;4.3;121
PUMA;shoes;women;1435;2989.58;1554;52.0;4.3;307
NIKE;shoes;women;1909;3977.08;2068;52.0;4.3;514
ADIDAS;shoes;women;1475;2950.0;1475;50.0;4.6;16
Earth;shoes;women;454;986.96;532;54.0;4.1;110
PUMA;shoes;women;1849;3934.04;2085;53.0;4.3;409
CAMPUS;shoes;women;679;692.86;13;2.0;4.4;82
SPARX;shoes;women;875;1041.67;166;16.0;4.4;1391
REEBOK;shoes;women;1877;5072.97;3195;63.0;4.1;266
KLICKER;shoes;women;557;1591.43;1034;65.0;4.2;2717
Elevarse;shoes;women;429;794.44;365;46.0;3.7;54
REEBOK;shoes;women;1509;3772.5;2263;60.0;4.3;114
asics;shoes;women;1959;4897.5;2938;60.0;3.9;226
NIKE;shoes;women;2593;3989.23;1396;35.0;4.4;714
Bata;shoes;women;1049;1498.57;449;30.0;4.3;72
NIKE;shoes;women;3290;6854.17;3564;52.0;4.2;46
ADIDAS;shoes;women;3422;6580.77;3158;48.0;3.9;8
REEBOK;shoes;women;2008;4897.56;2889;59.0;3.7;38
PUMA;shoes;women;3104;6466.67;3362;52.0;5.0;5
SPARX;shoes;women;764;898.82;134;15.0;4.1;3789
NIKE;shoes;women;3164;6457.14;3293;51.0;3.9;18
PUMA;shoes;women;5499;5499.0;0;0.0;4.0;8
NIKE;shoes;women;3001;5884.31;2883;49.0;4.0;29
PUMA;shoes;women;4218;7400.0;3182;43.0;4.3;22
VENDOZ;shoes;women;599;998.33;399;40.0;4.1;606
NIKE;shoes;women;2738;5476.0;2738;50.0;4.0;115
SPARX;shoes;women;739;890.36;151;17.0;4.3;1308
CAMPUS;shoes;women;1799;1799.0;0;0.0;4.8;5
Skechers;shoes;women;2469;3798.46;1329;35.0;4.5;373
ADIDAS;shoes;women;1832;4260.47;2428;57.0;4.3;105
ADIDAS;shoes;women;3827;6598.28;2771;42.0;4.3;63
3SIX5;shoes;women;449;997.78;548;55.0;4.0;375
Shozie;shoes;women;429;997.67;568;57.0;3.5;36
SWIGGY;shoes;women;525;990.57;465;47.0;4.0;135
CAMPUS;shoes;women;1699;1788.42;89;5.0;4.8;5
REEBOK;shoes;women;2973;7432.5;4459;60.0;3.6;15
PUMA;shoes;women;3999;7998.0;3999;50.0;4.5;18
ADIDAS;shoes;women;2849;4998.25;2149;43.0;4.3;33
RED;shoes;women;1409;4696.67;3287;70.0;4.3;384
CAMPUS;shoes;women;749;796.81;47;6.0;4.2;143
CAMPUS;shoes;women;1410;1698.8;288;17.0;4.3;3036
WRIZT;shoes;women;449;997.78;548;55.0;4.2;29
CAMPUS;shoes;women;699;998.57;299;30.0;4.1;302
Skechers;shoes;women;2172;4432.65;2260;51.0;4.4;410
UNDER;shoes;women;3279;7997.56;4718;59.0;4.7;7
REEBOK;shoes;women;2089;5968.57;3879;65.0;4.4;69
Global;shoes;women;465;1550.0;1085;70.0;3.8;1427
WRIZT;shoes;women;449;997.78;548;55.0;3.8;337
PUMA;shoes;women;1909;2766.67;857;31.0;4.5;130
RAKREY;shoes;women;499;998.0;499;50.0;4.1;80
Dewizle;shoes;women;399;997.5;598;60.0;3.8;52
NIKE;shoes;women;4077;8674.47;4597;53.0;3.9;38
NIKE;shoes;women;2604;4913.21;2309;47.0;4.4;30
WellFitLook;lower;men;1193;1988.33;795;40.0;3.6;84
VIMAL;lower;men;867;1769.39;902;51.0;3.7;652
VIMAL;lower;men;536;893.33;357;40.0;3.7;15435
Young;lower;men;474;1481.25;1007;68.0;3.6;1674
NIKLY;lower;men;394;985.0;591;60.0;4.0;4
Wildcraft;lower;men;1039;1598.46;559;35.0;3.6;228
VIMAL;lower;men;536;893.33;357;40.0;3.8;886
WellFitLook;lower;men;560;767.12;207;27.0;3.2;2874
VIMAL;lower;men;536;893.33;357;40.0;3.7;15436
HRX;lower;men;841;1378.69;537;39.0;4.0;167
VIMAL;lower;men;867;2796.77;1929;69.0;3.5;432
Young;lower;men;474;1481.25;1007;68.0;3.6;346
Young;lower;men;779;2360.61;1581;67.0;3.5;1309
Christy;lower;men;699;1487.23;788;53.0;3.7;1044
VIMAL;lower;men;867;1769.39;902;51.0;3.9;219
status;lower;men;898;898.0;0;0.0;3.9;30
Hubberholme;lower;men;399;997.5;598;60.0;3.6;751
TSx;lower;men;284;1494.74;1210;81.0;3.4;26
JOCKEY;lower;men;799;799.0;0;0.0;4.2;8515
SAPPER;lower;men;1299;1779.45;480;27.0;4.0;1090
EDGGE;lower;men;475;931.37;456;49.0;3.9;16
SURLY;lower;men;592;1557.89;965;62.0;3.9;84
Zesteez;lower;men;449;1122.5;673;60.0;3.8;389
TRUE;lower;men;429;794.44;365;46.0;4.0;128
VIMAL;lower;men;1135;2639.53;1504;57.0;3.8;1208
Santa;lower;men;1499;2998.0;1499;50.0;4.4;30
star;lower;men;449;997.78;548;55.0;4.3;14
Sport;lower;men;899;1096.34;197;18.0;4.4;11
CLITHS;lower;men;1289;2997.67;1708;57.0;3.7;280
Teesort;lower;men;426;1638.46;1212;74.0;3.8;82
SHELLOCKS;lower;men;625;946.97;321;34.0;3.9;352
Santa;lower;men;1499;2998.0;1499;50.0;4.2;36
Hubberholme;lower;men;499;998.0;499;50.0;3.7;61
Finz;lower;men;339;997.06;658;66.0;3.9;324
TRUE;lower;men;429;794.44;365;46.0;4.0;128
Club;lower;men;515;1560.61;1045;67.0;4.1;47
Greenhouse;lower;men;437;693.65;256;37.0;3.7;2046
SHELLOCKS;lower;men;550;820.9;270;33.0;3.9;718
HARVARD;lower;men;857;1680.39;823;49.0;5.0;4
VIMAL;lower;men;1143;2658.14;1515;57.0;3.8;357
U.S.;lower;men;1299;1299.0;0;0.0;4.2;807
SURLY;lower;men;592;1557.89;965;62.0;4.0;1812
SHELLOCKS;lower;men;675;992.65;317;32.0;4.0;522
Greenhouse;lower;men;1187;2082.46;895;43.0;3.7;2046
VIMAL;lower;men;867;1769.39;902;51.0;3.8;352
RiverHill;lower;men;299;498.33;199;40.0;3.4;36
U.S.;lower;men;1399;1399.0;0;0.0;4.0;1414
VIMAL;lower;men;1135;2639.53;1504;57.0;3.9;225
Christy;lower;men;699;1487.23;788;53.0;3.8;548
U.S.;lower;men;999;999.0;0;0.0;3.9;582
Omtex;lower;men;709;824.42;115;14.0;4.5;44
Macroman;lower;men;799;897.75;98;11.0;4.3;42
CHECKERSBAY;lower;men;1273;2767.39;1494;54.0;4.0;854
Teesort;lower;men;474;1692.86;1218;72.0;3.9;23
WellFitLook;lower;men;596;784.21;188;24.0;3.7;49
Tinted;lower;men;540;1384.62;844;61.0;3.9;340
Greenhouse;lower;men;1187;2082.46;895;43.0;3.7;2046
SHAUN;lower;men;823;2654.84;1831;69.0;3.8;52
bEEVEE;lower;men;849;998.82;149;15.0;3.9;1830
WellFitLook;lower;men;975;1598.36;623;39.0;3.4;306
Zesteez;lower;men;449;997.78;548;55.0;3.8;66
SHELLOCKS;lower;men;699;699.0;0;0.0;4.0;93
CLITHS;lower;men;1289;2997.67;1708;57.0;3.4;37
SHELLOCKS;lower;men;700;1029.41;329;32.0;4.0;522
Mountain;lower;men;1499;3944.74;2445;62.0;3.8;153
CAMPUS;lower;men;695;1198.28;503;42.0;3.5;89
VAN;lower;men;1955;2273.26;318;14.0;4.3;3
Greenhouse;lower;men;1187;2082.46;895;43.0;4.1;126
CAMPUS;lower;men;695;1198.28;503;42.0;3.5;12
CAMPUS;lower;men;695;1198.28;503;42.0;3.4;10
CAMPUS;lower;men;695;1198.28;503;42.0;3.3;20
CAMPUS;lower;men;695;1198.28;503;42.0;3.8;31
Sport;lower;men;1049;2098.0;1049;50.0;3.3;9
CAMPUS;lower;men;695;1198.28;503;42.0;3.9;14
WellFitLook;lower;men;799;1094.52;295;27.0;3.2;302
Greenhouse;lower;men;388;692.86;304;44.0;3.6;2418
WellFitLook;lower;men;668;1484.44;816;55.0;3.3;498
SHELLOCKS;lower;men;625;946.97;321;34.0;3.9;352
CAMPUS;lower;men;695;1198.28;503;42.0;3.9;31
Haoser;lower;women;799;1775.56;976;55.0;3.6;34
UZARUS;lower;women;449;1181.58;732;62.0;3.9;1524
Kissero;lower;women;499;792.06;293;37.0;3.8;8
Kissero;lower;women;499;792.06;293;37.0;4.4;7
VIMAL;lower;women;819;1780.43;961;54.0;3.9;78
SWEEKASH;lower;women;485;989.8;504;51.0;3.8;727
SWEEKASH;lower;women;988;1976.0;988;50.0;3.8;1581
onesport;lower;women;599;1198.0;599;50.0;4.2;237
BARBIE;lower;women;750;1470.59;720;49.0;4.6;5
Colors;lower;women;459;997.83;538;54.0;3.8;214
American-Elm;lower;women;439;997.73;558;56.0;3.6;619
Alan;lower;women;599;1274.47;675;53.0;4.1;1416
UNDER;lower;women;2710;3763.89;1053;28.0;4.0;10
eCools;lower;women;379;997.37;618;62.0;4.1;29
SHELLOCKS;lower;women;585;975.0;390;40.0;3.7;51
Aglobi;lower;women;297;990.0;693;70.0;3.6;101
UNDER;lower;women;2791;3987.14;1196;30.0;3.6;21
Yuvraah;lower;women;839;2996.43;2157;72.0;4.2;566
M;lower;women;349;997.14;648;65.0;3.7;256
UZARUS;lower;women;499;1188.1;689;58.0;3.8;95
Lovable;lower;women;426;698.36;272;39.0;4.2;74
krishnafit;lower;women;283;1572.22;1289;82.0;3.4;263
HRX;lower;women;927;2060.0;1133;55.0;3.6;22
Crease;lower;women;461;1589.66;1128;71.0;3.4;83
FILMAX®;lower;women;545;598.9;53;9.0;4.0;285
Haoser;lower;women;839;1678.0;839;50.0;3.9;44
MODEVE;lower;women;479;1197.5;718;60.0;4.1;753
SHELLOCKS;lower;women;585;975.0;390;40.0;3.7;51
Be;lower;women;499;1018.37;519;51.0;4.1;10
Lesuzaki;lower;women;499;792.06;293;37.0;4.6;9
